"id","manifest"
"3907493","https://www.digital.archives.go.jp/api/iiif/3907493/manifest.json"
"4036744","https://www.digital.archives.go.jp/api/iiif/4036744/manifest.json"
"4105245","https://www.digital.archives.go.jp/api/iiif/4105245/manifest.json"
"4106116","https://www.digital.archives.go.jp/api/iiif/4106116/manifest.json"
"4106963","https://www.digital.archives.go.jp/api/iiif/4106963/manifest.json"
"4106969","https://www.digital.archives.go.jp/api/iiif/4106969/manifest.json"
"4106980","https://www.digital.archives.go.jp/api/iiif/4106980/manifest.json"
"4106983","https://www.digital.archives.go.jp/api/iiif/4106983/manifest.json"
"4106995","https://www.digital.archives.go.jp/api/iiif/4106995/manifest.json"
"4107827","https://www.digital.archives.go.jp/api/iiif/4107827/manifest.json"
"4107832","https://www.digital.archives.go.jp/api/iiif/4107832/manifest.json"
"4108686","https://www.digital.archives.go.jp/api/iiif/4108686/manifest.json"
"4108690","https://www.digital.archives.go.jp/api/iiif/4108690/manifest.json"
"4108698","https://www.digital.archives.go.jp/api/iiif/4108698/manifest.json"
"4109525","https://www.digital.archives.go.jp/api/iiif/4109525/manifest.json"
"4109537","https://www.digital.archives.go.jp/api/iiif/4109537/manifest.json"
"4109550","https://www.digital.archives.go.jp/api/iiif/4109550/manifest.json"
"4110398","https://www.digital.archives.go.jp/api/iiif/4110398/manifest.json"
"4110400","https://www.digital.archives.go.jp/api/iiif/4110400/manifest.json"
"4111239","https://www.digital.archives.go.jp/api/iiif/4111239/manifest.json"
"4112952","https://www.digital.archives.go.jp/api/iiif/4112952/manifest.json"
"4112981","https://www.digital.archives.go.jp/api/iiif/4112981/manifest.json"
"4113822","https://www.digital.archives.go.jp/api/iiif/4113822/manifest.json"
"4113832","https://www.digital.archives.go.jp/api/iiif/4113832/manifest.json"
"4115533","https://www.digital.archives.go.jp/api/iiif/4115533/manifest.json"
"4116347","https://www.digital.archives.go.jp/api/iiif/4116347/manifest.json"
"4116353","https://www.digital.archives.go.jp/api/iiif/4116353/manifest.json"
"4116359","https://www.digital.archives.go.jp/api/iiif/4116359/manifest.json"
"4116363","https://www.digital.archives.go.jp/api/iiif/4116363/manifest.json"
"4117207","https://www.digital.archives.go.jp/api/iiif/4117207/manifest.json"
"4117218","https://www.digital.archives.go.jp/api/iiif/4117218/manifest.json"
"4117243","https://www.digital.archives.go.jp/api/iiif/4117243/manifest.json"
"4203689","https://www.digital.archives.go.jp/api/iiif/4203689/manifest.json"
"4209722","https://www.digital.archives.go.jp/api/iiif/4209722/manifest.json"
"4210555","https://www.digital.archives.go.jp/api/iiif/4210555/manifest.json"
"4213546","https://www.digital.archives.go.jp/api/iiif/4213546/manifest.json"
"4215975","https://www.digital.archives.go.jp/api/iiif/4215975/manifest.json"
"4216007","https://www.digital.archives.go.jp/api/iiif/4216007/manifest.json"
"4216009","https://www.digital.archives.go.jp/api/iiif/4216009/manifest.json"
"4216013","https://www.digital.archives.go.jp/api/iiif/4216013/manifest.json"
"4216019","https://www.digital.archives.go.jp/api/iiif/4216019/manifest.json"
"4216885","https://www.digital.archives.go.jp/api/iiif/4216885/manifest.json"
